time,mBPA_C,mBPA_C_Sd,mBPAG_C,mBPAG_C_Sd,fBPA_C,fBPA_C_Sd,fBPAG_C,fBPAG_C_Sd
24,4.419694399999999,1.6117273999999997,81.69283999999999,36.397800000000004,24.906439,4.520142,3648.6772400000004,1057.96272
