time,mBPA_C,mBPA_C_Sd,mBPAG_C,mBPAG_C_Sd,fBPA_C,fBPA_C_Sd,fBPAG_C,fBPAG_C_Sd
24,191.91,45.76,1769.16,455.9,25.23,12.6,6313,4794
