time,mBPA_C,mBPA_C_Sd,mBPAG_C,mBPAG_C_Sd,fBPA_C,fBPA_C_Sd,fBPAG_C,fBPAG_C_Sd
24,43.8111339,10.4465504,715.4836872000001,184.375078,5.7597567,2.876454,2553.10346,1938.78948
