time,mBPA_C,mBPA_C_Sd,mBPAG_C,mBPAG_C_Sd,fBPA_C,fBPA_C_Sd,fBPAG_C,fBPAG_C_Sd
24,19.36,7.06,202,90,109.1,19.8,9022,2616
