time,BPS,BPS-d8,BPSG,BPSG-d8
0:09:00,0.000,2181.390,0.000,876.540
0:15:00,3.590,2929.980,0.000,2279.890
0:29:00,5.240,1989.790,12.630,3129.620
0:55:00,4.580,1240.280,21.670,4059.590
2:00:00,5.980,493.580,32.740,5639.330
4:00:00,3.120,111.510,51.180,5764.540
5:59:00,0.000,37.330,76.590,6373.080
7:59:00,0.000,21.540,80.170,6066.450
10:52:00,0.000,9.470,94.730,5483.680
24:08:00,0.000,5.830,119.090,5404.620
