,BPS,BPS_Sd,BPS-d8,BPS-d8_Sd,BPSG,BPSG_Sd,BPSG-d8,BPSG-d8_Sd,time
0,11012.945922619048,4515.6452491730415,0.313125,0.5423484091200048,73980.8076984127,7658.665617035717,0.0,0.0,0.16666666666666666
1,4507.4267425595235,1489.1723824935427,0.3539999999999999,0.6131459858793824,71560.31329985119,2343.560093383902,0.0,0.0,0.25416666666666665
2,1485.7476883816619,419.4580325902815,0.0,0.0,67647.78946295388,12285.561253196189,0.0,0.0,0.5041666666666667
3,396.97689572046323,171.10318116199394,0.0,0.0,47363.34443677824,1143.606514568731,0.0,0.0,1.0291666666666668
4,96.0790421133599,44.3044375749228,0.0,0.0,21645.81261113248,2724.4477317223145,0.0,0.0,2.066666666666667
5,24.598928136408794,12.605333991981517,0.0,0.0,6835.211952680417,1279.9445913051252,0.0,0.0,4.029166666666667
6,7.643793283878886,4.733051516868592,0.0034565217391303604,0.005986871269640121,2691.8605805278494,731.7605010798527,0.0,0.0,6.1083333333333325
7,2.866282801460227,2.799806748146803,0.2602300000000001,0.45073158165364896,1196.315340595602,321.20592071891616,0.0,0.0,8.0375
8,2.0965575339148943,2.10294887430977,0.008480000000000152,0.014687790848184348,702.1725667641738,243.06372659081615,0.0,0.0,10.016666666666666
9,0.0008707701283546809,0.0015082181040235797,0.25268989983305506,0.43767174507034184,50.62403543457973,14.232214499330109,0.0,0.0,24.22083333333333
10,0.0,0.0,0.2874561769616026,0.497888703447006,15.416282582682907,2.933787438731356,0.0,0.0,34.1375
11,0.0,0.0,0.00916301169590644,0.01587080180765782,5.30153011434837,8.97506590837633,2.594584795321637,4.493952690042773,47.94583333333333
12,0.0,0.0,0.26351508620689656,0.4564215178712375,3.1283823529411756,5.418517180795986,0.015017241379310597,0.026010625058491683,58.0125
13,0.0,0.0,0.002922794117647176,0.005062427911828355,0.0,0.0,0.0,0.0,71.51666666666667
